pdf_id,pdf_nombre,revista,pais,macroarea,anio,titulo,A_ia,B_ia,C_ia,clase_textual_ia,veredicto_ia,motivo_ia,confianza_ia
313,02327_Revista_Chilena_de_Salud_Públi_2025.pdf,Revista Chilena de Salud Pública,Chile,Ciencias de la Salud,2025,Judicialización del acceso a prestaciones médicas: el caso del Nusinersen (Spinraza) en las Cortes chilenas,1,0,0,Debilidad importante,Debilidad importante,,
314,02329_Revista_Chilena_de_Salud_Públi_2025.pdf,Revista Chilena de Salud Pública,Chile,Ciencias de la Salud,2025,Metahemoglobinemia adquirida secundaria a exposición a plaguicidas: rol de la vitamina C,1,1,0,Debilidad importante,Debilidad importante,,
315,02345_Revista_Colombiana_de_Gastroen_2025.pdf,Revista Colombiana de Gastroenterología,Colombia,Ciencias de la Salud,2025,"Asociación entre altitud y lesiones gástricas en pacientes de un hospital de alta complejidad en Pasto, Colombia",0,0,0,Sin falla relevante,Sin falla relevante,,
316,02371_Revista_Latinoamericana_de_Bio_2025.pdf,Revista Latinoamericana de Bioética,Colombia,Ciencias de la Salud,2025,A Odontopediatria nas redes sociais: uma análise à luz do Código de Ética Odontológica,1,1,1,Debilidad importante,FF con reconocimiento,,
317,02381_Revista_de_Nutrición_Clínica_y_2026.pdf,Revista de Nutrición Clínica y Metabolismo,Colombia,Ciencias de la Salud,2026,"Asociación entre fuerza de prensión manual, estado nutricional y estancia hospitalaria en adultos hospitalizados",1,1,0,Debilidad importante,Debilidad importante,,
318,02383_Revista_de_Nutrición_Clínica_y_2025.pdf,Revista de Nutrición Clínica y Metabolismo,Colombia,Ciencias de la Salud,2025,Diseño y evaluación de un mosaico hospitalario para pacientes con disfagia,1,0,0,Debilidad importante,Debilidad importante,,
319,02385_Revista_de_Nutrición_Clínica_y_2025.pdf,Revista de Nutrición Clínica y Metabolismo,Colombia,Ciencias de la Salud,2025,Premio de investigación José Félix Patiño Restrepo 2025,1,0,0,Debilidad importante,Debilidad importante,,
320,02387_Revista_de_Nutrición_Clínica_y_2024.pdf,Revista de Nutrición Clínica y Metabolismo,Colombia,Ciencias de la Salud,2024,Comprehensive nutritional assessment with phase angle for early undernutrition detection in colorectal cancer patients,1,0,1,Falla fuerte,FF clasica,,
321,02391_Revista_de_la_Facultad_de_Medi_2023.pdf,Revista de la Facultad de Medicina,Colombia,Ciencias de la Salud,2023,"Vasectomy: knowledge, perception and acceptance by medical students in Latin America",1,0,1,Falla fuerte,FF clasica,,
322,02393_Revista_de_la_Facultad_de_Medi_2021.pdf,Revista de la Facultad de Medicina,Colombia,Ciencias de la Salud,2021,Chilean dentists’ knowledge of hearing loss generated by occupational noise exposure,1,1,1,Debilidad importante,FF con reconocimiento,,
323,02396_Revista_de_la_Facultad_de_Medi_2021.pdf,Revista de la Facultad de Medicina,Colombia,Ciencias de la Salud,2021,"Prevalence and characterization of urinary tract infection in socially vulnerable pregnant women from Bucaramanga, Colombia",0,1,1,Debilidad importante,Debilidad importante,,
324,02397_Revista_de_la_Facultad_de_Medi_2020.pdf,Revista de la Facultad de Medicina,Colombia,Ciencias de la Salud,2020,Changes in anthropometric parameters and physical fitness in older adults after participating in a 16-week physical activity program,1,0,1,Falla fuerte,FF clasica,,
325,02411_Actas_Médicas_2026.pdf,Actas Médicas,Ecuador,Ciencias de la Salud,2026,Habilidades comunicativas en la formación médica basada en valor,0,1,1,Sin falla relevante,Sin falla relevante,,
326,02412_Actas_Médicas_2025.pdf,Actas Médicas,Ecuador,Ciencias de la Salud,2025,Análisis observacional multicéntrico de la mortalidad en pacientes en programas de hemodiálisis.,1,0,1,Falla fuerte,FF clasica,,
327,02415_Actas_Médicas_2025.pdf,Actas Médicas,Ecuador,Ciencias de la Salud,2025,Factores de riesgo asociados al desarrollo de hemorragia postparto.,1,0,1,Falla fuerte,FF clasica,,
328,02417_Actas_Médicas_2025.pdf,Actas Médicas,Ecuador,Ciencias de la Salud,2025,Prevalencia de accidente cerebrovascular en pacientes entre 50 - 80 años de edad atendidos en emergencia,1,0,0,Debilidad importante,Debilidad importante,,
329,02420_Actas_Médicas_2025.pdf,Actas Médicas,Ecuador,Ciencias de la Salud,2025,Relación entre la presión sistólica de la arteria pulmonar estimada por ecocardiografía Doppler y los valores obtenidos mediante cateterismo cardíaco derecho.,1,1,0,Debilidad importante,Debilidad importante,,
330,02431_Revista_de_Veterinaria_y_Zoote_2026.pdf,Revista de Veterinaria y Zootecnia Amazónica,Peru,Ciencias de la Salud,2026,Características epidemiológicas de los propietarios asociadas al estado de salud y presencia de enteroparásitos en perros y gatos,0,0,1,Sin falla relevante,Sin falla relevante,,
331,02437_Revista_de_Veterinaria_y_Zoote_2025.pdf,Revista de Veterinaria y Zootecnia Amazónica,Peru,Ciencias de la Salud,2025,Evaluación de los efectos letales del herbicida glifosato en Apis mellifera,1,1,1,Debilidad importante,FF con reconocimiento,,
332,02438_Revista_de_Veterinaria_y_Zoote_2025.pdf,Revista de Veterinaria y Zootecnia Amazónica,Peru,Ciencias de la Salud,2025,Evaluación efectiva y comportamiento productivo de lechones destetados castrados hormonalmente frente a castrados quirúrgicamente en la Región San Martín,1,0,1,Falla fuerte,FF clasica,,
333,02445_Enfermería_Cuidados_Humanizado_2025.pdf,Enfermería: Cuidados Humanizados,Uruguay,Ciencias de la Salud,2025,Caracterización de la calidad de vida en el trabajo y estrés laboral en profesionales de enfermería en hospitales públicos de Ecuador,0,0,0,Sin falla relevante,Sin falla relevante,,
334,02454_Acta_Scientiarum_Education_2026.pdf,Acta Scientiarum. Education,Brasil,Educacion,2026,The relations between secondary school teachers’ professional development and teacher self-efficacy in Mongolia,1,0,1,Falla fuerte,FF clasica,,
335,02455_Acta_Scientiarum_Education_2026.pdf,Acta Scientiarum. Education,Brasil,Educacion,2026,The relationship of emotional intelligence of teachers with pedagogical effectiveness and personality traits,0,0,1,Sin falla relevante,Sin falla relevante,,
336,02503_Vitruvian_Cogitationes_2025.pdf,Vitruvian Cogitationes,Brasil,Educacion,2025,Astronomia e formação de professores: algumas limitações entre a teoria e a prática,1,0,1,Debilidad importante,FF clasica,,
337,02527_Ducere_2025.pdf,Ducere,Chile,Educacion,2025,Distribución espacial del derecho a la educación en zonas de post conflicto o PDET (Programas de Desarrollo con Enfoque Territorial) en Colombia: un análisis geoespacial y descriptivo,1,0,1,Falla fuerte,FF clasica,,
338,02533_Góndola_Enseñanza_y_Aprendizaj_2025.pdf,"Góndola, Enseñanza y Aprendizaje de las Ciencias",Colombia,Educacion,2025,O impacto do distanciamento social na vida acadêmica:,1,1,1,Debilidad importante,FF con reconocimiento,,
339,02538_Góndola_Enseñanza_y_Aprendizaj_2024.pdf,"Góndola, Enseñanza y Aprendizaje de las Ciencias",Colombia,Educacion,2024,Percepciones de estudiantes de educación secundaria sobre youtube como fuente de información para física y química,1,0,1,Debilidad importante,FF clasica,,
340,02543_Profile_Issues_in_Teachers_Pro_2026.pdf,Profile: Issues in Teachers' Professional Development,Colombia,Educacion,2026,Self-Regulated Learning in English Language Instruction at Colombian Universities: Teachers’ Perspectives,1,0,1,Debilidad importante,FF clasica,,
341,02544_Profile_Issues_in_Teachers_Pro_2026.pdf,Profile: Issues in Teachers' Professional Development,Colombia,Educacion,2026,Teacher Capabilities Valued by English Language Teacher Educators: Insights From Ecuador,1,0,0,Sin falla relevante,Sin falla relevante,,
342,02548_Profile_Issues_in_Teachers_Pro_2024.pdf,Profile: Issues in Teachers' Professional Development,Colombia,Educacion,2024,(De)Motivating Factors Among TESOL Professionals Writing in English for Publication From South America,1,0,0,Debilidad importante,Debilidad importante,,
343,02554_Alternancia_2024.pdf,Alternancia,Peru,Educacion,2024,Calidad de vida y bienestar psicológico en padres de niños diagnosticados con trastorno del espectro autista del Centro de desarrollo neurológico Comunica en la ciudad de Cochabamba -Bolivia,1,0,0,Debilidad importante,Debilidad importante,,
344,02556_Alternancia_2024.pdf,Alternancia,Peru,Educacion,2024,Niveles de Comprensión Lectora: Impacto del material audiovisual en aprendices de Inglés como Lengua Extranjera,1,1,1,Debilidad importante,FF con reconocimiento,,
345,02558_Alternancia_2024.pdf,Alternancia,Peru,Educacion,2024,Relación entre resiliencia y mobbing en profesores de educación básica del Municipio del Achocalla,1,0,1,Falla fuerte,FF clasica,,
346,01667_Revista_Colombiana_de_Obstetri_2020.pdf,Revista Colombiana de Obstetricia y Ginecología,Colombia,Ciencias Naturales y Exactas,2020,"Prevalencia de infección por virus del papiloma humano de alto riesgo y citología anormal en la zona de transformación anal en mujeres con displasia cervical. Bogotá, Colombia, 2017-2019",1,1,0,Debilidad importante,Debilidad importante,,
